Double, -1, 10000, 0, 0, 0, 0, 0, 0, 1, 100, 100
2011-01-01T12:00:10Z, 2011-01-01T12:00:10Z, Good, Raw, Double, 399.81
2011-01-01T12:49:20Z, 2011-01-01T12:49:20Z, Good, Raw, Double, 10.89
2011-01-01T12:49:30Z, 2011-01-01T12:49:30Z, Good, Raw, Double, 166.44
2011-01-01T12:49:40Z, 2011-01-01T12:49:40Z, Good, Raw, Double, 989.04
2011-01-01T12:49:50Z, 2011-01-01T12:49:50Z, Good, Raw, Double, 993.72
2011-01-01T12:50:00Z, 2011-01-01T12:50:00Z, Good, Raw, Double, 693.05
2011-01-01T12:50:10Z, 2011-01-01T12:50:10Z, Good, Raw, Double, 711.23
2011-01-01T12:50:20Z, 2011-01-01T12:50:20Z, Good, Raw, Double, 912.45
2011-01-01T12:50:30Z, 2011-01-01T12:50:30Z, Good, Raw, Double, 162.44
2011-01-01T12:50:40Z, 2011-01-01T12:50:40Z, Good, Raw, Double, 221.90
2011-01-01T12:50:50Z, 2011-01-01T12:50:50Z, Good, Raw, Double, 516.51
2011-01-01T12:51:00Z, 2011-01-01T12:51:00Z, Good, Raw, Double, 56.60
2011-01-01T12:51:10Z, 2011-01-01T12:51:10Z, Good, Raw, Double, 240.77
2011-01-01T12:51:20Z, 2011-01-01T12:51:20Z, Good, Raw, Double, 525.43
2011-01-01T12:51:30Z, 2011-01-01T12:51:30Z, Good, Raw, Double, 23.25
2011-01-01T12:51:40Z, 2011-01-01T12:51:40Z, Good, Raw, Double, 8.99
2011-01-01T12:51:50Z, 2011-01-01T12:51:50Z, Good, Raw, Double, 138.40
2011-01-01T12:52:00Z, 2011-01-01T12:52:00Z, Good, Raw, Double, 426.23
2011-01-01T12:52:10Z, 2011-01-01T12:52:10Z, Good, Raw, Double, 92.95
2011-01-01T12:52:20Z, 2011-01-01T12:52:20Z, Good, Raw, Double, 478.45
2011-01-01T12:52:30Z, 2011-01-01T12:52:30Z, Good, Raw, Double, 828.06
2011-01-01T12:52:40Z, 2011-01-01T12:52:40Z, Good, Raw, Double, 251.54
2011-01-01T12:52:50Z, 2011-01-01T12:52:50Z, Good, Raw, Double, 14.31
2011-01-01T12:53:00Z, 2011-01-01T12:53:00Z, Good, Raw, Double, 859.88
2011-01-01T12:53:10Z, 2011-01-01T12:53:10Z, Good, Raw, Double, 600.41
2011-01-01T12:53:20Z, 2011-01-01T12:53:20Z, Good, Raw, Double, 776.69
2011-01-01T12:53:30Z, 2011-01-01T12:53:30Z, Good, Raw, Double, 817.20
2011-01-01T12:53:40Z, 2011-01-01T12:53:40Z, Good, Raw, Double, 214.98
2011-01-01T12:53:50Z, 2011-01-01T12:53:50Z, Good, Raw, Double, 372.79
2011-01-01T12:54:00Z, 2011-01-01T12:54:00Z, Good, Raw, Double, 55.78
2011-01-01T12:54:10Z, 2011-01-01T12:54:10Z, Good, Raw, Double, 163.33
2011-01-01T12:54:20Z, 2011-01-01T12:54:20Z, Good, Raw, Double, 903.45
2011-01-01T12:54:30Z, 2011-01-01T12:54:30Z, Good, Raw, Double, 332.00
2011-01-01T12:54:40Z, 2011-01-01T12:54:40Z, Good, Raw, Double, 887.28
2011-01-01T12:54:50Z, 2011-01-01T12:54:50Z, Good, Raw, Double, 0.94
2011-01-01T12:55:00Z, 2011-01-01T12:55:00Z, Good, Raw, Double, 900.65
2011-01-01T12:55:10Z, 2011-01-01T12:55:10Z, Good, Raw, Double, 694.42
2011-01-01T12:55:20Z, 2011-01-01T12:55:20Z, Good, Raw, Double, 426.41
2011-01-01T12:55:30Z, 2011-01-01T12:55:30Z, Good, Raw, Double, 279.88
2011-01-01T12:55:40Z, 2011-01-01T12:55:40Z, Good, Raw, Double, 906.52
2011-01-01T12:55:50Z, 2011-01-01T12:55:50Z, Good, Raw, Double, 624.23
2011-01-01T12:56:00Z, 2011-01-01T12:56:00Z, Good, Raw, Double, 440.61
2011-01-01T12:56:10Z, 2011-01-01T12:56:10Z, Good, Raw, Double, 966.41
2011-01-01T12:56:20Z, 2011-01-01T12:56:20Z, Good, Raw, Double, 260.68
2011-01-01T12:56:30Z, 2011-01-01T12:56:30Z, Good, Raw, Double, 489.17
2011-01-01T12:56:40Z, 2011-01-01T12:56:40Z, Good, Raw, Double, 148.22
2011-01-01T12:56:50Z, 2011-01-01T12:56:50Z, Good, Raw, Double, 990.00
2011-01-01T12:57:00Z, 2011-01-01T12:57:00Z, Good, Raw, Double, 29.64
2011-01-01T12:57:10Z, 2011-01-01T12:57:10Z, Good, Raw, Double, 454.99
2011-01-01T12:57:20Z, 2011-01-01T12:57:20Z, Good, Raw, Double, 976.84
2011-01-01T12:57:30Z, 2011-01-01T12:57:30Z, Good, Raw, Double, 485.49
2011-01-01T12:57:40Z, 2011-01-01T12:57:40Z, Good, Raw, Double, 546.44
2011-01-01T12:57:50Z, 2011-01-01T12:57:50Z, Good, Raw, Double, 342.28
2011-01-01T12:58:00Z, 2011-01-01T12:58:00Z, Good, Raw, Double, 622.58
2011-01-01T12:58:10Z, 2011-01-01T12:58:10Z, Good, Raw, Double, 383.33
2011-01-01T12:58:20Z, 2011-01-01T12:58:20Z, Good, Raw, Double, 589.10
2011-01-01T12:58:30Z, 2011-01-01T12:58:30Z, Good, Raw, Double, 588.50
2011-01-01T12:58:40Z, 2011-01-01T12:58:40Z, Good, Raw, Double, 704.00
2011-01-01T12:58:50Z, 2011-01-01T12:58:50Z, Good, Raw, Double, 522.78
2011-01-01T12:59:00Z, 2011-01-01T12:59:00Z, Good, Raw, Double, 475.23
2011-01-01T12:59:10Z, 2011-01-01T12:59:10Z, Good, Raw, Double, 965.65
2011-01-01T12:59:20Z, 2011-01-01T12:59:20Z, Good, Raw, Double, 215.83
2011-01-01T12:59:30Z, 2011-01-01T12:59:30Z, Good, Raw, Double, 85.69
2011-01-01T12:59:40Z, 2011-01-01T12:59:40Z, Good, Raw, Double, 585.84
2011-01-01T12:59:50Z, 2011-01-01T12:59:50Z, Good, Raw, Double, 283.25
2011-01-01T13:00:00Z, 2011-01-01T13:00:00Z, Good, Raw, Double, 278.75
2011-01-01T13:00:10Z, 2011-01-01T13:00:10Z, Good, Raw, Double, 73.69
2011-01-01T13:00:20Z, 2011-01-01T13:00:20Z, Good, Raw, Double, 568.09
2011-01-01T13:00:30Z, 2011-01-01T13:00:30Z, Good, Raw, Double, 86.46
2011-01-01T13:00:40Z, 2011-01-01T13:00:40Z, Good, Raw, Double, 673.35
2011-01-01T13:00:50Z, 2011-01-01T13:00:50Z, Good, Raw, Double, 455.15
2011-01-01T13:01:00Z, 2011-01-01T13:01:00Z, Good, Raw, Double, 718.55
2011-01-01T13:01:10Z, 2011-01-01T13:01:10Z, Good, Raw, Double, 697.94
2011-01-01T13:01:20Z, 2011-01-01T13:01:20Z, Good, Raw, Double, 435.15
2011-01-01T13:01:30Z, 2011-01-01T13:01:30Z, Good, Raw, Double, 336.09
2011-01-01T13:01:40Z, 2011-01-01T13:01:40Z, Good, Raw, Double, 748.14
2011-01-01T13:01:50Z, 2011-01-01T13:01:50Z, Good, Raw, Double, 601.28
2011-01-01T13:02:00Z, 2011-01-01T13:02:00Z, Good, Raw, Double, 182.70
2011-01-01T13:02:10Z, 2011-01-01T13:02:10Z, Good, Raw, Double, 754.68
2011-01-01T13:02:20Z, 2011-01-01T13:02:20Z, Good, Raw, Double, 250.26
2011-01-01T13:02:30Z, 2011-01-01T13:02:30Z, Good, Raw, Double, 955.70
2011-01-01T13:02:40Z, 2011-01-01T13:02:40Z, Good, Raw, Double, 575.39
2011-01-01T13:02:50Z, 2011-01-01T13:02:50Z, Good, Raw, Double, 478.11
2011-01-01T13:03:00Z, 2011-01-01T13:03:00Z, Good, Raw, Double, 831.17
2011-01-01T13:03:10Z, 2011-01-01T13:03:10Z, Good, Raw, Double, 219.46
2011-01-01T13:03:20Z, 2011-01-01T13:03:20Z, Good, Raw, Double, 155.40
2011-01-01T13:03:30Z, 2011-01-01T13:03:30Z, Good, Raw, Double, 880.36
2011-01-01T13:03:40Z, 2011-01-01T13:03:40Z, Good, Raw, Double, 576.20
2011-01-01T13:03:50Z, 2011-01-01T13:03:50Z, Good, Raw, Double, 851.11
2011-01-01T13:04:00Z, 2011-01-01T13:04:00Z, Good, Raw, Double, 700.56
2011-01-01T13:04:10Z, 2011-01-01T13:04:10Z, Good, Raw, Double, 774.35
2011-01-01T13:04:20Z, 2011-01-01T13:04:20Z, Good, Raw, Double, 997.44
2011-01-01T13:04:30Z, 2011-01-01T13:04:30Z, Good, Raw, Double, 646.49
2011-01-01T13:04:40Z, 2011-01-01T13:04:40Z, Good, Raw, Double, 780.78
2011-01-01T13:04:50Z, 2011-01-01T13:04:50Z, Good, Raw, Double, 138.43
2011-01-01T13:05:00Z, 2011-01-01T13:05:00Z, Good, Raw, Double, 43.76
2011-01-01T13:05:10Z, 2011-01-01T13:05:10Z, Good, Raw, Double, 7.55
2011-01-01T13:05:20Z, 2011-01-01T13:05:20Z, Good, Raw, Double, 725.41
2011-01-01T13:05:30Z, 2011-01-01T13:05:30Z, Good, Raw, Double, 818.16
2011-01-01T13:05:40Z, 2011-01-01T13:05:40Z, Good, Raw, Double, 708.72
2011-01-01T13:05:50Z, 2011-01-01T13:05:50Z, Good, Raw, Double, 807.39
2011-01-01T13:06:00Z, 2011-01-01T13:06:00Z, Good, Raw, Double, 955.47
2011-01-01T13:06:10Z, 2011-01-01T13:06:10Z, Good, Raw, Double, 425.55
2011-01-01T13:06:20Z, 2011-01-01T13:06:20Z, Good, Raw, Double, 603.62
2011-01-01T13:06:30Z, 2011-01-01T13:06:30Z, Good, Raw, Double, 630.03
2011-01-01T13:06:40Z, 2011-01-01T13:06:40Z, Good, Raw, Double, 905.62
2011-01-01T13:06:50Z, 2011-01-01T13:06:50Z, Good, Raw, Double, 843.44
2011-01-01T13:07:00Z, 2011-01-01T13:07:00Z, Good, Raw, Double, 436.68
2011-01-01T13:07:10Z, 2011-01-01T13:07:10Z, Good, Raw, Double, 582.96
2011-01-01T13:07:20Z, 2011-01-01T13:07:20Z, Good, Raw, Double, 873.47
2011-01-01T13:07:30Z, 2011-01-01T13:07:30Z, Good, Raw, Double, 507.68
2011-01-01T13:07:40Z, 2011-01-01T13:07:40Z, Good, Raw, Double, 872.37
2011-01-01T13:07:50Z, 2011-01-01T13:07:50Z, Good, Raw, Double, 938.89
2011-01-01T13:08:00Z, 2011-01-01T13:08:00Z, Good, Raw, Double, 192.43
2011-01-01T13:08:10Z, 2011-01-01T13:08:10Z, Good, Raw, Double, 199.28
2011-01-01T13:08:20Z, 2011-01-01T13:08:20Z, Good, Raw, Double, 264.83
2011-01-01T13:08:30Z, 2011-01-01T13:08:30Z, Good, Raw, Double, 807.62
2011-01-01T13:08:40Z, 2011-01-01T13:08:40Z, Good, Raw, Double, 232.03
2011-01-01T13:08:50Z, 2011-01-01T13:08:50Z, Good, Raw, Double, 312.17
2011-01-01T13:09:00Z, 2011-01-01T13:09:00Z, Good, Raw, Double, 442.56
2011-01-01T13:09:10Z, 2011-01-01T13:09:10Z, Good, Raw, Double, 551.82
2011-01-01T13:09:20Z, 2011-01-01T13:09:20Z, Good, Raw, Double, 175.62
2011-01-01T13:09:30Z, 2011-01-01T13:09:30Z, Good, Raw, Double, 413.87
2011-01-01T13:09:40Z, 2011-01-01T13:09:40Z, Good, Raw, Double, 93.86
2011-01-01T13:09:50Z, 2011-01-01T13:09:50Z, Good, Raw, Double, 739.71
2011-01-01T13:10:00Z, 2011-01-01T13:10:00Z, Good, Raw, Double, 986.82
2011-01-01T13:10:10Z, 2011-01-01T13:10:10Z, Good, Raw, Double, 707.66
2011-01-01T13:10:20Z, 2011-01-01T13:10:20Z, Good, Raw, Double, 63.81
2011-01-01T13:10:30Z, 2011-01-01T13:10:30Z, Good, Raw, Double, 570.40
2011-01-01T13:10:40Z, 2011-01-01T13:10:40Z, Good, Raw, Double, 952.34
2011-01-01T13:10:50Z, 2011-01-01T13:10:50Z, Good, Raw, Double, 471.05
2011-01-01T13:11:00Z, 2011-01-01T13:11:00Z, Good, Raw, Double, 671.71
2011-01-01T13:11:10Z, 2011-01-01T13:11:10Z, Good, Raw, Double, 592.45
2011-01-01T13:11:20Z, 2011-01-01T13:11:20Z, Good, Raw, Double, 452.79
2011-01-01T13:11:30Z, 2011-01-01T13:11:30Z, Good, Raw, Double, 308.49
2011-01-01T13:11:40Z, 2011-01-01T13:11:40Z, Good, Raw, Double, 736.58
2011-01-01T13:11:50Z, 2011-01-01T13:11:50Z, Good, Raw, Double, 730.06
2011-01-01T13:12:00Z, 2011-01-01T13:12:00Z, Good, Raw, Double, 957.66
2011-01-01T13:12:10Z, 2011-01-01T13:12:10Z, Good, Raw, Double, 648.80
2011-01-01T13:12:20Z, 2011-01-01T13:12:20Z, Good, Raw, Double, 928.51
2011-01-01T13:12:30Z, 2011-01-01T13:12:30Z, Good, Raw, Double, 281.46
2011-01-01T13:12:40Z, 2011-01-01T13:12:40Z, Good, Raw, Double, 48.83
2011-01-01T13:12:50Z, 2011-01-01T13:12:50Z, Good, Raw, Double, 379.33
2011-01-01T13:13:00Z, 2011-01-01T13:13:00Z, Good, Raw, Double, 699.15
2011-01-01T13:13:10Z, 2011-01-01T13:13:10Z, Good, Raw, Double, 430.53
2011-01-01T13:13:20Z, 2011-01-01T13:13:20Z, Good, Raw, Double, 499.09
2011-01-01T13:13:30Z, 2011-01-01T13:13:30Z, Good, Raw, Double, 374.94
2011-01-01T13:13:40Z, 2011-01-01T13:13:40Z, Good, Raw, Double, 19.55
2011-01-01T13:13:50Z, 2011-01-01T13:13:50Z, Good, Raw, Double, 146.76
2011-01-01T13:14:00Z, 2011-01-01T13:14:00Z, Good, Raw, Double, 143.11
2011-01-01T13:14:10Z, 2011-01-01T13:14:10Z, Good, Raw, Double, 249.81
2011-01-01T13:14:20Z, 2011-01-01T13:14:20Z, Good, Raw, Double, 969.82
2011-01-01T13:14:30Z, 2011-01-01T13:14:30Z, Good, Raw, Double, 993.38
2011-01-01T13:14:40Z, 2011-01-01T13:14:40Z, Good, Raw, Double, 964.15
2011-01-01T13:14:50Z, 2011-01-01T13:14:50Z, Good, Raw, Double, 265.21
2011-01-01T13:15:00Z, 2011-01-01T13:15:00Z, Good, Raw, Double, 885.79
2011-01-01T13:15:10Z, 2011-01-01T13:15:10Z, Good, Raw, Double, 770.13
2011-01-01T13:15:20Z, 2011-01-01T13:15:20Z, Good, Raw, Double, 875.90
2011-01-01T13:15:30Z, 2011-01-01T13:15:30Z, Good, Raw, Double, 413.80
2011-01-01T13:15:40Z, 2011-01-01T13:15:40Z, Good, Raw, Double, 944.72
2011-01-01T13:15:50Z, 2011-01-01T13:15:50Z, Good, Raw, Double, 936.08
2011-01-01T13:16:00Z, 2011-01-01T13:16:00Z, Good, Raw, Double, 547.35
2011-01-01T13:16:10Z, 2011-01-01T13:16:10Z, Good, Raw, Double, 448.47
2011-01-01T13:16:20Z, 2011-01-01T13:16:20Z, Good, Raw, Double, 329.40
2011-01-01T13:16:30Z, 2011-01-01T13:16:30Z, Good, Raw, Double, 124.89
2011-01-01T13:16:40Z, 2011-01-01T13:16:40Z, Good, Raw, Double, 728.63
2011-01-01T13:16:50Z, 2011-01-01T13:16:50Z, Good, Raw, Double, 598.95
2011-01-01T13:17:00Z, 2011-01-01T13:17:00Z, Good, Raw, Double, 890.29
2011-01-01T13:17:10Z, 2011-01-01T13:17:10Z, Good, Raw, Double, 865.72
2011-01-01T13:17:20Z, 2011-01-01T13:17:20Z, Good, Raw, Double, 680.01
2011-01-01T13:17:30Z, 2011-01-01T13:17:30Z, Good, Raw, Double, 66.39
2011-01-01T13:17:40Z, 2011-01-01T13:17:40Z, Good, Raw, Double, 264.47
2011-01-01T13:17:50Z, 2011-01-01T13:17:50Z, Good, Raw, Double, 718.99
2011-01-01T13:18:00Z, 2011-01-01T13:18:00Z, Good, Raw, Double, 45.08
2011-01-01T13:18:10Z, 2011-01-01T13:18:10Z, Good, Raw, Double, 449.05
2011-01-01T13:18:20Z, 2011-01-01T13:18:20Z, Good, Raw, Double, 881.07
2011-01-01T13:18:30Z, 2011-01-01T13:18:30Z, Good, Raw, Double, 941.51
2011-01-01T13:18:40Z, 2011-01-01T13:18:40Z, Good, Raw, Double, 551.10
2011-01-01T13:18:50Z, 2011-01-01T13:18:50Z, Good, Raw, Double, 831.28
2011-01-01T13:19:00Z, 2011-01-01T13:19:00Z, Good, Raw, Double, 519.60
2011-01-01T13:19:10Z, 2011-01-01T13:19:10Z, Good, Raw, Double, 97.93
2011-01-01T13:19:20Z, 2011-01-01T13:19:20Z, Good, Raw, Double, 450.92
2011-01-01T13:19:30Z, 2011-01-01T13:19:30Z, Good, Raw, Double, 450.04
2011-01-01T13:19:40Z, 2011-01-01T13:19:40Z, Good, Raw, Double, 71.58
2011-01-01T13:19:50Z, 2011-01-01T13:19:50Z, Good, Raw, Double, 777.91
2011-01-01T13:20:00Z, 2011-01-01T13:20:00Z, Good, Raw, Double, 173.01
2011-01-01T13:20:10Z, 2011-01-01T13:20:10Z, Good, Raw, Double, 633.69
2011-01-01T13:20:20Z, 2011-01-01T13:20:20Z, Good, Raw, Double, 461.94
2011-01-01T13:20:30Z, 2011-01-01T13:20:30Z, Good, Raw, Double, 886.43
2011-01-01T13:20:40Z, 2011-01-01T13:20:40Z, Good, Raw, Double, 353.54
2011-01-01T13:20:50Z, 2011-01-01T13:20:50Z, Good, Raw, Double, 17.96
2011-01-01T13:21:00Z, 2011-01-01T13:21:00Z, Good, Raw, Double, 466.41
2011-01-01T13:21:10Z, 2011-01-01T13:21:10Z, Good, Raw, Double, 246.89
2011-01-01T13:21:20Z, 2011-01-01T13:21:20Z, Good, Raw, Double, 490.06
2011-01-01T13:21:30Z, 2011-01-01T13:21:30Z, Good, Raw, Double, 658.16
2011-01-01T13:21:40Z, 2011-01-01T13:21:40Z, Good, Raw, Double, 420.19
2011-01-01T13:21:50Z, 2011-01-01T13:21:50Z, Good, Raw, Double, 356.87
2011-01-01T13:22:00Z, 2011-01-01T13:22:00Z, Good, Raw, Double, 489.44
2011-01-01T13:22:10Z, 2011-01-01T13:22:10Z, Good, Raw, Double, 466.55
2011-01-01T13:22:20Z, 2011-01-01T13:22:20Z, Good, Raw, Double, 544.35
2011-01-01T13:22:30Z, 2011-01-01T13:22:30Z, Good, Raw, Double, 421.82
2011-01-01T13:22:40Z, 2011-01-01T13:22:40Z, Good, Raw, Double, 294.62
2011-01-01T13:22:50Z, 2011-01-01T13:22:50Z, Good, Raw, Double, 995.55
2011-01-01T13:23:00Z, 2011-01-01T13:23:00Z, Good, Raw, Double, 91.49
2011-01-01T13:23:10Z, 2011-01-01T13:23:10Z, Good, Raw, Double, 21.66
2011-01-01T13:23:20Z, 2011-01-01T13:23:20Z, Good, Raw, Double, 828.22
2011-01-01T13:23:30Z, 2011-01-01T13:23:30Z, Good, Raw, Double, 569.79
2011-01-01T13:23:40Z, 2011-01-01T13:23:40Z, Good, Raw, Double, 870.54
2011-01-01T13:23:50Z, 2011-01-01T13:23:50Z, Good, Raw, Double, 17.59
2011-01-01T13:24:00Z, 2011-01-01T13:24:00Z, Good, Raw, Double, 938.39
2011-01-01T13:24:10Z, 2011-01-01T13:24:10Z, Good, Raw, Double, 907.11
2011-01-01T13:24:20Z, 2011-01-01T13:24:20Z, Good, Raw, Double, 532.78
2011-01-01T13:24:30Z, 2011-01-01T13:24:30Z, Good, Raw, Double, 740.99
2011-01-01T13:24:40Z, 2011-01-01T13:24:40Z, Good, Raw, Double, 575.74
2011-01-01T13:24:50Z, 2011-01-01T13:24:50Z, Good, Raw, Double, 742.95
2011-01-01T13:25:00Z, 2011-01-01T13:25:00Z, Good, Raw, Double, 731.35
2011-01-01T13:25:10Z, 2011-01-01T13:25:10Z, Good, Raw, Double, 281.38
2011-01-01T13:25:20Z, 2011-01-01T13:25:20Z, Good, Raw, Double, 280.24
2011-01-01T13:25:30Z, 2011-01-01T13:25:30Z, Good, Raw, Double, 80.30
2011-01-01T13:25:40Z, 2011-01-01T13:25:40Z, Good, Raw, Double, 349.04
2011-01-01T13:25:50Z, 2011-01-01T13:25:50Z, Good, Raw, Double, 88.07
2011-01-01T13:26:00Z, 2011-01-01T13:26:00Z, Good, Raw, Double, 108.18
2011-01-01T13:26:10Z, 2011-01-01T13:26:10Z, Good, Raw, Double, 435.78
2011-01-01T13:26:20Z, 2011-01-01T13:26:20Z, Good, Raw, Double, 356.95
2011-01-01T13:26:30Z, 2011-01-01T13:26:30Z, Good, Raw, Double, 121.78
2011-01-01T13:26:40Z, 2011-01-01T13:26:40Z, Good, Raw, Double, 817.13
2011-01-01T13:26:50Z, 2011-01-01T13:26:50Z, Good, Raw, Double, 686.16
2011-01-01T13:27:00Z, 2011-01-01T13:27:00Z, Good, Raw, Double, 83.73
2011-01-01T13:27:10Z, 2011-01-01T13:27:10Z, Good, Raw, Double, 867.78
2011-01-01T13:27:20Z, 2011-01-01T13:27:20Z, Good, Raw, Double, 783.57
2011-01-01T13:27:30Z, 2011-01-01T13:27:30Z, Good, Raw, Double, 260.65
2011-01-01T13:27:40Z, 2011-01-01T13:27:40Z, Good, Raw, Double, 938.15
2011-01-01T13:27:50Z, 2011-01-01T13:27:50Z, Good, Raw, Double, 235.40
2011-01-01T13:28:00Z, 2011-01-01T13:28:00Z, Good, Raw, Double, 372.24
2011-01-01T13:28:10Z, 2011-01-01T13:28:10Z, Good, Raw, Double, 769.07
2011-01-01T13:28:20Z, 2011-01-01T13:28:20Z, Good, Raw, Double, 556.24
2011-01-01T13:28:30Z, 2011-01-01T13:28:30Z, Good, Raw, Double, 748.35
2011-01-01T13:28:40Z, 2011-01-01T13:28:40Z, Good, Raw, Double, 919.16
2011-01-01T13:28:50Z, 2011-01-01T13:28:50Z, Good, Raw, Double, 205.97
2011-01-01T13:29:00Z, 2011-01-01T13:29:00Z, Good, Raw, Double, 61.92
2011-01-01T13:29:10Z, 2011-01-01T13:29:10Z, Good, Raw, Double, 305.30
2011-01-01T13:29:20Z, 2011-01-01T13:29:20Z, Good, Raw, Double, 969.47
2011-01-01T13:29:30Z, 2011-01-01T13:29:30Z, Good, Raw, Double, 371.89
2011-01-01T13:29:40Z, 2011-01-01T13:29:40Z, Good, Raw, Double, 587.62
2011-01-01T13:29:50Z, 2011-01-01T13:29:50Z, Good, Raw, Double, 211.53
2011-01-01T13:30:00Z, 2011-01-01T13:30:00Z, Good, Raw, Double, 606.99
2011-01-01T13:30:10Z, 2011-01-01T13:30:10Z, Good, Raw, Double, 715.99
2011-01-01T13:30:20Z, 2011-01-01T13:30:20Z, Good, Raw, Double, 861.18
2011-01-01T13:30:30Z, 2011-01-01T13:30:30Z, Good, Raw, Double, 249.61
2011-01-01T13:30:40Z, 2011-01-01T13:30:40Z, Good, Raw, Double, 866.13
2011-01-01T13:30:50Z, 2011-01-01T13:30:50Z, Good, Raw, Double, 799.85
2011-01-01T13:31:00Z, 2011-01-01T13:31:00Z, Good, Raw, Double, 526.03
2011-01-01T13:31:10Z, 2011-01-01T13:31:10Z, Good, Raw, Double, 754.09
2011-01-01T13:31:20Z, 2011-01-01T13:31:20Z, Good, Raw, Double, 782.04
2011-01-01T13:31:30Z, 2011-01-01T13:31:30Z, Good, Raw, Double, 5.36
2011-01-01T13:31:40Z, 2011-01-01T13:31:40Z, Good, Raw, Double, 796.76
2011-01-01T13:31:50Z, 2011-01-01T13:31:50Z, Good, Raw, Double, 71.94
2011-01-01T13:32:00Z, 2011-01-01T13:32:00Z, Good, Raw, Double, 536.83
2011-01-01T13:32:10Z, 2011-01-01T13:32:10Z, Good, Raw, Double, 804.77
2011-01-01T13:32:20Z, 2011-01-01T13:32:20Z, Good, Raw, Double, 196.96
2011-01-01T13:32:30Z, 2011-01-01T13:32:30Z, Good, Raw, Double, 91.37
2011-01-01T13:32:40Z, 2011-01-01T13:32:40Z, Good, Raw, Double, 999.00
2011-01-01T13:32:50Z, 2011-01-01T13:32:50Z, Good, Raw, Double, 265.15
2011-01-01T13:33:00Z, 2011-01-01T13:33:00Z, Good, Raw, Double, 125.58
2011-01-01T13:33:10Z, 2011-01-01T13:33:10Z, Good, Raw, Double, 788.35
2011-01-01T13:33:20Z, 2011-01-01T13:33:20Z, Good, Raw, Double, 202.19
2011-01-01T13:33:30Z, 2011-01-01T13:33:30Z, Good, Raw, Double, 99.89
2011-01-01T13:33:40Z, 2011-01-01T13:33:40Z, Good, Raw, Double, 209.65
2011-01-01T13:33:50Z, 2011-01-01T13:33:50Z, Good, Raw, Double, 488.72
2011-01-01T13:34:00Z, 2011-01-01T13:34:00Z, Good, Raw, Double, 511.78
2011-01-01T13:34:10Z, 2011-01-01T13:34:10Z, Good, Raw, Double, 124.05
2011-01-01T13:34:20Z, 2011-01-01T13:34:20Z, Good, Raw, Double, 835.91
2011-01-01T13:34:30Z, 2011-01-01T13:34:30Z, Good, Raw, Double, 222.20
2011-01-01T13:34:40Z, 2011-01-01T13:34:40Z, Good, Raw, Double, 526.23
2011-01-01T13:34:50Z, 2011-01-01T13:34:50Z, Good, Raw, Double, 392.82
2011-01-01T13:35:00Z, 2011-01-01T13:35:00Z, Good, Raw, Double, 107.76
2011-01-01T13:35:10Z, 2011-01-01T13:35:10Z, Good, Raw, Double, 360.27
2011-01-01T13:35:20Z, 2011-01-01T13:35:20Z, Good, Raw, Double, 232.96
2011-01-01T13:35:30Z, 2011-01-01T13:35:30Z, Good, Raw, Double, 156.90
2011-01-01T13:35:40Z, 2011-01-01T13:35:40Z, Good, Raw, Double, 572.89
2011-01-01T13:35:50Z, 2011-01-01T13:35:50Z, Good, Raw, Double, 154.55
2011-01-01T13:36:00Z, 2011-01-01T13:36:00Z, Good, Raw, Double, 479.43
2011-01-01T13:36:10Z, 2011-01-01T13:36:10Z, Good, Raw, Double, 151.96
2011-01-01T13:36:20Z, 2011-01-01T13:36:20Z, Good, Raw, Double, 4.83
2011-01-01T13:36:30Z, 2011-01-01T13:36:30Z, Good, Raw, Double, 342.03
2011-01-01T13:36:40Z, 2011-01-01T13:36:40Z, Good, Raw, Double, 961.46
2011-01-01T13:36:50Z, 2011-01-01T13:36:50Z, Good, Raw, Double, 259.20
2011-01-01T13:37:00Z, 2011-01-01T13:37:00Z, Good, Raw, Double, 301.41
2011-01-01T13:37:10Z, 2011-01-01T13:37:10Z, Good, Raw, Double, 792.35
2011-01-01T13:37:20Z, 2011-01-01T13:37:20Z, Good, Raw, Double, 215.51
2011-01-01T13:37:30Z, 2011-01-01T13:37:30Z, Good, Raw, Double, 936.07
2011-01-01T13:37:40Z, 2011-01-01T13:37:40Z, Good, Raw, Double, 664.71
2011-01-01T13:37:50Z, 2011-01-01T13:37:50Z, Good, Raw, Double, 570.96
2011-01-01T13:38:00Z, 2011-01-01T13:38:00Z, Good, Raw, Double, 918.12
2011-01-01T13:38:10Z, 2011-01-01T13:38:10Z, Good, Raw, Double, 422.29
2011-01-01T13:38:20Z, 2011-01-01T13:38:20Z, Good, Raw, Double, 141.83
2011-01-01T13:38:30Z, 2011-01-01T13:38:30Z, Good, Raw, Double, 47.03
2011-01-01T13:38:40Z, 2011-01-01T13:38:40Z, Good, Raw, Double, 854.60
2011-01-01T13:38:50Z, 2011-01-01T13:38:50Z, Good, Raw, Double, 707.17
2011-01-01T13:39:00Z, 2011-01-01T13:39:00Z, Good, Raw, Double, 398.22
2011-01-01T13:39:10Z, 2011-01-01T13:39:10Z, Good, Raw, Double, 890.03
2011-01-01T13:39:20Z, 2011-01-01T13:39:20Z, Good, Raw, Double, 549.37
2011-01-01T13:39:30Z, 2011-01-01T13:39:30Z, Good, Raw, Double, 987.87
